year_month,date_decimal,participants_over_19
2023-04-01,2023.25,69
2023-05-01,2023.3333333333333,221
2023-06-01,2023.4166666666667,32
2023-07-01,2023.5,40
2023-08-01,2023.5833333333333,50
2023-09-01,2023.6666666666667,51
2023-10-01,2023.75,32
2023-11-01,2023.8333333333333,21
2023-12-01,2023.9166666666667,8
