pcds,oslaua,lat,long,oa21,lsoa21,msoa21
NE67 5JP,E06000057,55.538680,-1.702098,E00139298,E01027384,E02005708
NE67 5JQ,E06000057,55.553482,-1.627739,E00139296,E01027384,E02005708
NE67 5JR,E06000057,55.546294,-1.696383,E00139298,E01027384,E02005708
NE67 5JS,E06000057,55.547698,-1.690272,E00139298,E01027384,E02005708
NE67 5JT,E06000057,55.548856,-1.693051,E00139298,E01027384,E02005708
NE67 5JU,E06000057,55.548832,-1.694113,E00139298,E01027384,E02005708
NE67 5JX,E06000057,55.559027,-1.689309,E00139298,E01027384,E02005708
NE67 5JY,E06000057,55.552520,-1.700014,E00139299,E01027384,E02005708
NE67 5JZ,E06000057,55.559728,-1.718998,E00139299,E01027384,E02005708
NE67 5LA,E06000057,55.550280,-1.725231,E00139299,E01027384,E02005708
NE67 5LB,E06000057,55.548407,-1.723437,E00139299,E01027384,E02005708
NE67 5LD,E06000057,55.549015,-1.726127,E00139299,E01027384,E02005708
NE67 5LF,E06000057,55.549055,-1.744845,E00139299,E01027384,E02005708
NE67 5LG,E06000057,55.543967,-1.770788,E00139292,E01027374,E02005708
NE67 5LH,E06000057,55.537033,-1.762732,E00139292,E01027374,E02005708
NE67 5LJ,E06000057,55.533615,-1.739083,E00139299,E01027384,E02005708
NE67 5LL,E06000057,55.531385,-1.742440,E00139299,E01027384,E02005708
NE67 5LQ,E06000057,55.540069,-1.748484,E00139299,E01027384,E02005708
NE68 7AB,E06000057,55.580031,-1.651999,E00139356,E01027383,E02005708
NE68 7BA,E06000057,55.584687,-1.667944,E00139358,E01027383,E02005708
NE68 7BB,E06000057,55.583937,-1.666444,E00139358,E01027383,E02005708
NE68 7BD,E06000057,55.584754,-1.666262,E00139358,E01027383,E02005708
NE68 7BE,E06000057,55.584553,-1.664931,E00139358,E01027383,E02005708
NE68 7PA,E06000057,55.578963,-1.648594,E00139360,E01027383,E02005708
NE68 7QP,E06000057,55.583218,-1.656583,E00139358,E01027383,E02005708
NE68 7RB,E06000057,55.581469,-1.648798,E00139360,E01027383,E02005708
NE68 7RD,E06000057,55.582289,-1.652054,E00139360,E01027383,E02005708
NE68 7RE,E06000057,55.581589,-1.653238,E00139360,E01027383,E02005708
NE68 7RF,E06000057,55.580929,-1.654192,E00139356,E01027383,E02005708
NE68 7RG,E06000057,55.582076,-1.652865,E00139360,E01027383,E02005708
NE68 7RJ,E06000057,55.581462,-1.652109,E00139360,E01027383,E02005708
NE68 7RL,E06000057,55.581879,-1.651031,E00139360,E01027383,E02005708
NE68 7RN,E06000057,55.582198,-1.651674,E00139360,E01027383,E02005708
NE68 7RP,E06000057,55.581222,-1.649621,E00139360,E01027383,E02005708
NE68 7RQ,E06000057,55.581188,-1.654336,E00139356,E01027383,E02005708
NE68 7RR,E06000057,55.581661,-1.649395,E00139360,E01027383,E02005708
NE68 7RS,E06000057,55.581337,-1.649017,E00139360,E01027383,E02005708
NE68 7RT,E06000057,55.581187,-1.649970,E00139360,E01027383,E02005708
NE68 7RU,E06000057,55.581072,-1.650653,E00139360,E01027383,E02005708
NE68 7RW,E06000057,55.581712,-1.649208,E00139360,E01027383,E02005708
NE68 7RX,E06000057,55.580622,-1.650292,E00139356,E01027383,E02005708
NE68 7RY,E06000057,55.581007,-1.650706,E00139360,E01027383,E02005708
NE68 7RZ,E06000057,55.580552,-1.650991,E00139356,E01027383,E02005708
NE68 7SA,E06000057,55.580929,-1.651083,E00139356,E01027383,E02005708
NE68 7SB,E06000057,55.580948,-1.651400,E00139360,E01027383,E02005708
NE68 7SD,E06000057,55.581227,-1.651493,E00139360,E01027383,E02005708
NE68 7SE,E06000057,55.580337,-1.651342,E00139356,E01027383,E02005708
NE68 7SF,E06000057,55.580332,-1.652722,E00139356,E01027383,E02005708
NE68 7SG,E06000057,55.580666,-1.653290,E00139356,E01027383,E02005708
NE68 7SH,E06000057,55.582870,-1.654016,E00139358,E01027383,E02005708
NE68 7SJ,E06000057,55.581716,-1.653793,E00139358,E01027383,E02005708
NE68 7SL,E06000057,55.581964,-1.654754,E00139358,E01027383,E02005708
NE68 7SN,E06000057,55.582194,-1.653514,E00139360,E01027383,E02005708
NE68 7SP,E06000057,55.582216,-1.655819,E00139358,E01027383,E02005708
NE68 7SQ,E06000057,55.582471,-1.652798,E00139360,E01027383,E02005708
NE68 7SR,E06000057,55.583773,-1.659148,E00139358,E01027383,E02005708
NE68 7SS,E06000057,55.584851,-1.663013,E00139358,E01027383,E02005708
NE68 7ST,E06000057,55.585019,-1.667608,E00139358,E01027383,E02005708
NE68 7SU,E06000057,55.585129,-1.668432,E00139358,E01027383,E02005708
NE68 7SW,E06000057,55.581726,-1.654126,E00139358,E01027383,E02005708
NE68 7SX,E06000057,55.587178,-1.678902,E00139358,E01027383,E02005708
NE68 7SY,E06000057,55.595092,-1.677949,E00139358,E01027383,E02005708
NE68 7TA,E06000057,55.582635,-1.653669,E00139360,E01027383,E02005708
NE68 7TB,E06000057,55.577389,-1.651035,E00139355,E01027384,E02005708
NE68 7TD,E06000057,55.581902,-1.651756,E00139360,E01027383,E02005708
NE68 7TE,E06000057,55.577378,-1.666579,E00139359,E01027384,E02005708
NE68 7TN,E06000057,55.580131,-1.655583,E00139356,E01027383,E02005708
NE68 7TP,E06000057,55.580025,-1.656250,E00139358,E01027383,E02005708
NE68 7TQ,E06000057,55.580722,-1.653924,E00139356,E01027383,E02005708
NE68 7TR,E06000057,55.579046,-1.658903,E00139358,E01027383,E02005708
NE68 7TS,E06000057,55.577850,-1.661531,E00139358,E01027383,E02005708
NE68 7TT,E06000057,55.576689,-1.664126,E00139359,E01027384,E02005708
NE68 7TU,E06000057,55.576328,-1.667016,E00139355,E01027384,E02005708
NE68 7TW,E06000057,55.579498,-1.656473,E00139357,E01027383,E02005708
NE68 7TX,E06000057,55.575713,-1.668797,E00139355,E01027384,E02005708
NE68 7TY,E06000057,55.574055,-1.670508,E00139359,E01027384,E02005708
NE68 7TZ,E06000057,55.577943,-1.662831,E00139359,E01027384,E02005708
NE68 7UA,E06000057,55.576891,-1.665948,E00139359,E01027384,E02005708
NE68 7UB,E06000057,55.576019,-1.669048,E00139355,E01027384,E02005708
NE68 7UD,E06000057,55.576276,-1.668368,E00139355,E01027384,E02005708
NE68 7UE,E06000057,55.578691,-1.661242,E00139358,E01027383,E02005708
NE68 7UF,E06000057,55.578008,-1.663369,E00139359,E01027384,E02005708
NE68 7UG,E06000057,55.577498,-1.664262,E00139359,E01027384,E02005708
NE68 7UH,E06000057,55.577830,-1.664243,E00139359,E01027384,E02005708
NE68 7UJ,E06000057,55.575344,-1.668578,E00139355,E01027384,E02005708
NE68 7UL,E06000057,55.576810,-1.662523,E00139358,E01027383,E02005708
NE68 7UN,E06000057,55.575831,-1.665957,E00139359,E01027384,E02005708
NE68 7UP,E06000057,55.577703,-1.667721,E00139359,E01027384,E02005708
NE68 7UQ,E06000057,55.577907,-1.666067,E00139359,E01027384,E02005708
NE68 7UR,E06000057,55.579998,-1.679471,E00139358,E01027383,E02005708
NE68 7US,E06000057,55.574733,-1.669253,E00139359,E01027384,E02005708
NE68 7UT,E06000057,55.572188,-1.702622,E00139298,E01027384,E02005708
NE68 7UU,E06000057,55.567781,-1.693728,E00139298,E01027384,E02005708
NE68 7UW,E06000057,55.576016,-1.667970,E00139355,E01027384,E02005708
NE68 7UX,E06000057,55.559928,-1.676318,E00139298,E01027384,E02005708
NE68 7UY,E06000057,55.569804,-1.670832,E00139359,E01027384,E02005708
NE68 7UZ,E06000057,55.563206,-1.665557,E00139359,E01027384,E02005708
NE68 7WE,E06000057,55.576989,-1.668898,E00139359,E01027384,E02005708
NE68 7WF,E06000057,55.578454,-1.666510,E00139359,E01027384,E02005708
NE68 7WG,E06000057,55.574918,-1.668030,E00139359,E01027384,E02005708
NE68 7WH,E06000057,55.578667,-1.665525,E00139359,E01027384,E02005708
NE68 7WJ,E06000057,55.576100,-1.669749,E00139359,E01027384,E02005708
NE68 7XA,E06000057,55.575523,-1.668180,E00139359,E01027384,E02005708
NE68 7XB,E06000057,55.576302,-1.670664,E00139359,E01027384,E02005708
NE68 7XJ,E06000057,55.579572,-1.650920,E00139356,E01027383,E02005708
NE68 7XL,E06000057,55.580579,-1.654131,E00139356,E01027383,E02005708
NE68 7XN,E06000057,55.580362,-1.653737,E00139356,E01027383,E02005708
NE68 7XP,E06000057,55.580154,-1.654235,E00139356,E01027383,E02005708
NE68 7XR,E06000057,55.579035,-1.651639,E00139355,E01027384,E02005708
NE68 7XS,E06000057,55.577906,-1.649745,E00139355,E01027384,E02005708
NE68 7XT,E06000057,55.576105,-1.648128,E00139360,E01027383,E02005708
NE68 7XW,E06000057,55.579376,-1.651477,E00139356,E01027383,E02005708
NE68 7XY,E06000057,55.579073,-1.650072,E00139360,E01027383,E02005708
NE68 7XZ,E06000057,55.578726,-1.653624,E00139356,E01027383,E02005708
NE68 7YA,E06000057,55.577762,-1.655679,E00139357,E01027383,E02005708
NE68 7YB,E06000057,55.579291,-1.653302,E00139356,E01027383,E02005708
NE68 7YD,E06000057,55.578812,-1.655432,E00139357,E01027383,E02005708
NE68 7YE,E06000057,55.577853,-1.656360,E00139357,E01027383,E02005708
NE68 7YF,E06000057,55.577088,-1.659670,E00139355,E01027384,E02005708
NE68 7YH,E06000057,55.579065,-1.655810,E00139357,E01027383,E02005708
NE68 7YJ,E06000057,55.579773,-1.655376,E00139357,E01027383,E02005708
NE68 7YL,E06000057,55.577855,-1.653632,E00139354,E01027383,E02005708
NE68 7YN,E06000057,55.576617,-1.654531,E00139355,E01027384,E02005708
NE68 7YR,E06000057,55.577403,-1.652684,E00139355,E01027384,E02005708
NE68 7YS,E06000057,55.576889,-1.655290,E00139354,E01027383,E02005708
NE68 7YT,E06000057,55.578395,-1.657291,E00139357,E01027383,E02005708
NE68 7YU,E06000057,55.578201,-1.658768,E00139358,E01027383,E02005708
NE68 7YW,E06000057,55.577749,-1.654267,E00139354,E01027383,E02005708
NE69 7AB,E06000057,55.607804,-1.717400,E00139293,E01027374,E02005708
NE69 7AD,E06000057,55.600388,-1.745178,E00139294,E01027374,E02005708
NE69 7AE,E06000057,55.606701,-1.722091,E00139293,E01027374,E02005708
NE69 7AG,E06000057,55.600914,-1.730734,E00139293,E01027374,E02005708
NE69 7AH,E06000057,55.613577,-1.748237,E00139294,E01027374,E02005708
NE69 7AJ,E06000057,55.608538,-1.753650,E00139294,E01027374,E02005708
NE69 7AL,E06000057,55.610215,-1.756576,E00139294,E01027374,E02005708
NE69 7AN,E06000057,55.606354,-1.719855,E00139293,E01027374,E02005708
NE69 7AP,E06000057,55.593867,-1.724689,E00139294,E01027374,E02005708
NE69 7AQ,E06000057,55.612779,-1.744432,E00139294,E01027374,E02005708
NE69 7AR,E06000057,55.588820,-1.718108,E00139294,E01027374,E02005708
NE69 7AS,E06000057,55.587362,-1.691769,E00139358,E01027383,E02005708
NE69 7AT,E06000057,55.593900,-1.697637,E00139294,E01027374,E02005708
NE69 7AU,E06000057,55.599268,-1.691134,E00139294,E01027374,E02005708
NE69 7AW,E06000057,55.594202,-1.734080,E00139294,E01027374,E02005708
NE69 7AX,E06000057,55.605038,-1.702770,E00139294,E01027374,E02005708
NE69 7AY,E06000057,55.603099,-1.699547,E00139294,E01027374,E02005708
NE69 7AZ,E06000057,55.602185,-1.700888,E00139294,E01027374,E02005708
NE69 7BA,E06000057,55.604016,-1.699794,E00139294,E01027374,E02005708
NE69 7BB,E06000057,55.606973,-1.715565,E00139293,E01027374,E02005708
NE69 7BG,E06000057,55.605794,-1.719162,E00139293,E01027374,E02005708
NE69 7BJ,E06000057,55.607820,-1.713418,E00139293,E01027374,E02005708
NE69 7BL,E06000057,55.607626,-1.714037,E00139293,E01027374,E02005708
NE69 7BN,E06000057,55.607744,-1.715498,E00139293,E01027374,E02005708
NE69 7BP,E06000057,55.606579,-1.716792,E00139293,E01027374,E02005708
NE69 7BQ,E06000057,55.606010,-1.718683,E00139293,E01027374,E02005708
NE69 7BS,E06000057,55.605889,-1.717654,E00139293,E01027374,E02005708
NE69 7BT,E06000057,55.605889,-1.716700,E00139293,E01027374,E02005708
NE69 7BU,E06000057,55.606256,-1.715983,E00139293,E01027374,E02005708
NE69 7BW,E06000057,55.607055,-1.715803,E00139293,E01027374,E02005708
NE69 7BX,E06000057,55.605724,-1.715257,E00139293,E01027374,E02005708
NE69 7BY,E06000057,55.606191,-1.715253,E00139293,E01027374,E02005708
NE69 7DB,E06000057,55.608806,-1.715139,E00139293,E01027374,E02005708
NE69 7DD,E06000057,55.611057,-1.717488,E00139293,E01027374,E02005708
NE69 7DE,E06000057,55.616122,-1.728105,E00139294,E01027374,E02005708
NE69 7DF,E06000057,55.609047,-1.710629,E00139293,E01027374,E02005708
NE69 7DG,E06000057,55.607016,-1.714501,E00139293,E01027374,E02005708
NE7 7AA,E08000021,54.998925,-1.591791,E00042223,E01008317,E02001714
NE7 7AB,E08000021,55.001786,-1.590339,E00042210,E01008317,E02001714
NE7 7AD,E08000021,54.999478,-1.593317,E00042217,E01008317,E02001714
NE7 7AE,E08000021,54.999685,-1.590689,E00042223,E01008317,E02001714
NE7 7AF,E08000021,55.002507,-1.596382,E00042207,E01008321,E02001714
NE7 7AH,E08000021,54.999058,-1.594056,E00042217,E01008317,E02001714
NE7 7AJ,E08000021,55.000604,-1.591461,E00042210,E01008317,E02001714
NE7 7AL,E08000021,54.998199,-1.592345,E00042223,E01008317,E02001714
NE7 7AN,E08000021,54.998678,-1.593310,E00042217,E01008317,E02001714
NE7 7AP,E08000021,55.000189,-1.591059,E00042223,E01008317,E02001714
NE7 7AQ,E08000021,55.000412,-1.593058,E00042217,E01008317,E02001714
NE7 7AR,E08000021,55.002227,-1.590475,E00042210,E01008317,E02001714
NE7 7AS,E08000021,55.001275,-1.590641,E00042210,E01008317,E02001714
NE7 7AT,E08000021,55.001007,-1.590957,E00042210,E01008317,E02001714
NE7 7AU,E08000021,55.001459,-1.589279,E00042210,E01008317,E02001714
NE7 7AX,E08000021,54.999774,-1.593299,E00042217,E01008317,E02001714
NE7 7BA,E08000021,54.991372,-1.590617,E00042196,E01008315,E02001719
NE7 7BB,E08000021,54.996875,-1.594250,E00042217,E01008317,E02001714
NE7 7BE,E08000021,54.990302,-1.585813,E00042423,E01008365,E02001719
NE7 7BF,E08000021,55.000601,-1.572217,E00175589,E01008323,E02001714
NE7 7BG,E08000021,54.992396,-1.585152,E00042191,E01008315,E02001719
NE7 7BH,E08000021,54.989063,-1.588109,E00042682,E01008409,E02001724
NE7 7BJ,E08000021,54.993582,-1.582311,E00042193,E01008318,E02001719
NE7 7BL,E08000021,54.992292,-1.591530,E00042196,E01008315,E02001719
NE7 7BN,E08000021,54.992501,-1.581791,E00042188,E01008318,E02001719
NE7 7BQ,E08000021,54.991460,-1.593256,E00042185,E01008317,E02001714
NE7 7BS,E08000021,54.997619,-1.593774,E00042217,E01008317,E02001714
NE7 7BT,E08000021,54.991788,-1.585940,E00042196,E01008315,E02001719
NE7 7BU,E08000021,54.991405,-1.589788,E00042196,E01008315,E02001719
NE7 7BW,E08000021,54.991489,-1.585240,E00042196,E01008315,E02001719
NE7 7BX,E08000021,54.994207,-1.591964,E00042185,E01008317,E02001714
NE7 7BY,E08000021,54.996204,-1.592600,E00042185,E01008317,E02001714
NE7 7BZ,E08000021,54.991077,-1.585650,E00042196,E01008315,E02001719
NE7 7DA,E08000021,54.988732,-1.588347,E00042682,E01008409,E02001724
NE7 7DB,E08000021,54.992755,-1.582288,E00042188,E01008318,E02001719
NE7 7DD,E08000021,54.990595,-1.589281,E00042196,E01008315,E02001719
NE7 7DE,E08000021,54.991597,-1.588114,E00042196,E01008315,E02001719
NE7 7DH,E08000021,54.993111,-1.591944,E00042185,E01008317,E02001714
NE7 7DJ,E08000021,54.992977,-1.584130,E00042193,E01008318,E02001719
NE7 7DN,E08000021,55.002783,-1.593392,E00042207,E01008321,E02001714
NE7 7DP,E08000021,54.993994,-1.588042,E00042191,E01008315,E02001719
NE7 7DQ,E08000021,54.997877,-1.587487,E00042222,E01008315,E02001719
NE7 7DR,E08000021,54.993183,-1.579266,E00042188,E01008318,E02001719
NE7 7DS,E08000021,54.994437,-1.580286,E00042195,E01008314,E02001719
NE7 7DT,E08000021,54.996819,-1.580963,E00042195,E01008314,E02001719
NE7 7DU,E08000021,54.998904,-1.580380,E00042216,E01008323,E02001714
NE7 7DX,E08000021,55.000501,-1.579660,E00042216,E01008323,E02001714
NE7 7DY,E08000021,55.002847,-1.577805,E00042206,E01008320,E02001714
NE7 7DZ,E08000021,54.990992,-1.589808,E00042196,E01008315,E02001719
NE7 7EA,E08000022,55.006577,-1.577501,E00042978,E01008469,E02001755
NE7 7EB,E08000021,55.002565,-1.578919,E00042206,E01008320,E02001714
NE7 7ED,E08000021,55.004377,-1.577931,E00042190,E01008320,E02001714
NE7 7EE,E08000021,55.008089,-1.578719,E00042197,E01008320,E02001714
NE7 7EG,E08000021,54.997428,-1.579692,E00175565,E01008314,E02001719
NE7 7EH,E08000022,55.007954,-1.577971,E00042977,E01008469,E02001755
NE7 7EJ,E08000021,54.998114,-1.583186,E00042195,E01008314,E02001719
NE7 7EL,E08000021,54.998259,-1.586420,E00042218,E01008315,E02001719
NE7 7EN,E08000021,54.995608,-1.581102,E00042227,E01008318,E02001719
NE7 7EP,E08000021,54.995694,-1.582508,E00042227,E01008318,E02001719
NE7 7EQ,E08000021,54.997724,-1.584831,E00042222,E01008315,E02001719
NE7 7ER,E08000021,54.997330,-1.582631,E00042195,E01008314,E02001719
NE7 7ES,E08000021,54.997155,-1.581508,E00042227,E01008318,E02001719
NE7 7ET,E08000021,54.994109,-1.584243,E00042193,E01008318,E02001719
NE7 7EU,E08000021,54.994929,-1.582047,E00042194,E01008318,E02001719
NE7 7EW,E08000021,55.007291,-1.578635,E00042197,E01008320,E02001714
NE7 7EX,E08000021,54.996260,-1.582392,E00042227,E01008318,E02001719
NE7 7EY,E08000021,54.997254,-1.584008,E00042222,E01008315,E02001719
NE7 7EZ,E08000021,55.008765,-1.579228,E00042197,E01008320,E02001714
NE7 7FA,E08000021,54.998059,-1.565132,E00042220,E01008319,E02001714
NE7 7FB,E08000021,54.997850,-1.564368,E00042220,E01008319,E02001714
NE7 7FD,E08000021,54.997666,-1.563292,E00042224,E01008319,E02001714
NE7 7FE,E08000021,54.997214,-1.564829,E00042220,E01008319,E02001714
NE7 7FF,E08000021,54.998720,-1.561248,E00042220,E01008319,E02001714
NE7 7FG,E08000021,54.998047,-1.564038,E00042220,E01008319,E02001714
NE7 7FH,E08000021,54.998838,-1.561716,E00042220,E01008319,E02001714
NE7 7FJ,E08000021,54.998428,-1.560142,E00042224,E01008319,E02001714
NE7 7FL,E08000021,54.996938,-1.563081,E00042224,E01008319,E02001714
NE7 7FN,E08000021,54.997594,-1.560651,E00042224,E01008319,E02001714
NE7 7FP,E08000021,54.996836,-1.562269,E00042224,E01008319,E02001714
NE7 7FQ,E08000021,54.997901,-1.561101,E00042224,E01008319,E02001714
NE7 7FR,E08000021,54.996649,-1.562709,E00042224,E01008319,E02001714
NE7 7FS,E08000021,55.001886,-1.577441,E00175590,E01008323,E02001714
NE7 7FT,E08000021,55.001755,-1.578630,E00175590,E01008323,E02001714
NE7 7FW,E08000021,54.997066,-1.561188,E00042224,E01008319,E02001714
NE7 7FX,E08000021,55.002409,-1.578092,E00175590,E01008323,E02001714
NE7 7GA,E08000021,54.999895,-1.563174,E00042180,E01008319,E02001714
NE7 7GB,E08000021,55.001361,-1.563533,E00042213,E01008319,E02001714
NE7 7GD,E08000021,55.000235,-1.567860,E00042180,E01008319,E02001714
NE7 7GE,E08000021,55.001071,-1.565365,E00042180,E01008319,E02001714
NE7 7GF,E08000021,54.999609,-1.566178,E00042180,E01008319,E02001714
NE7 7GG,E08000021,55.000959,-1.569368,E00042180,E01008319,E02001714
NE7 7GH,E08000021,55.002373,-1.565242,E00042213,E01008319,E02001714
NE7 7GJ,E08000021,55.000903,-1.563647,E00042213,E01008319,E02001714
NE7 7GL,E08000021,55.000452,-1.563215,E00042213,E01008319,E02001714
NE7 7GN,E08000021,54.999632,-1.560191,E00042180,E01008319,E02001714
NE7 7GP,E08000021,55.000841,-1.561413,E00042180,E01008319,E02001714
NE7 7GQ,E08000021,54.999390,-1.565383,E00042220,E01008319,E02001714
NE7 7GR,E08000021,55.001823,-1.562027,E00042213,E01008319,E02001714
NE7 7GW,E08000021,55.000648,-1.560149,E00042180,E01008319,E02001714
NE7 7HA,E08000021,54.997172,-1.586510,E00042222,E01008315,E02001719
NE7 7HB,E08000021,54.997573,-1.582848,E00042195,E01008314,E02001719
NE7 7HD,E08000021,54.995355,-1.585934,E00042226,E01008318,E02001719
NE7 7HE,E08000021,54.991645,-1.583722,E00042188,E01008318,E02001719
NE7 7HH,E08000021,54.992781,-1.584617,E00042191,E01008315,E02001719
NE7 7HJ,E08000021,54.993961,-1.585574,E00042191,E01008315,E02001719
NE7 7HL,E08000021,54.994934,-1.586329,E00042191,E01008315,E02001719
NE7 7HN,E08000021,54.997195,-1.587994,E00042218,E01008315,E02001719
NE7 7HP,E08000021,54.998467,-1.590075,E00042223,E01008317,E02001714
NE7 7HQ,E08000021,54.997840,-1.592521,E00042217,E01008317,E02001714
NE7 7HR,E08000021,54.995936,-1.585662,E00042226,E01008318,E02001719
NE7 7HS,E08000021,54.995945,-1.585661,E00042226,E01008318,E02001719
NE7 7HT,E08000021,54.993732,-1.581762,E00042194,E01008318,E02001719
NE7 7HU,E08000021,54.994806,-1.583064,E00042194,E01008318,E02001719
NE7 7HX,E08000021,54.994686,-1.584800,E00042191,E01008315,E02001719
NE7 7HY,E08000021,54.995284,-1.583512,E00042194,E01008318,E02001719
NE7 7HZ,E08000021,54.996423,-1.585408,E00042226,E01008318,E02001719
NE7 7JA,E08000021,54.996039,-1.583473,E00042194,E01008318,E02001719
NE7 7JB,E08000021,54.996635,-1.584467,E00042194,E01008318,E02001719
NE7 7JD,E08000021,54.996534,-1.586250,E00042218,E01008315,E02001719
NE7 7JE,E08000021,54.998781,-1.589057,E00042223,E01008317,E02001714
NE7 7JR,E08000021,54.994110,-1.574053,E00042184,E01008314,E02001719
NE7 7JS,E08000021,54.996224,-1.569622,E00042187,E01008316,E02001719
NE7 7JT,E08000021,54.995716,-1.573270,E00042184,E01008314,E02001719
NE7 7JU,E08000021,54.995714,-1.572785,E00042184,E01008314,E02001719
NE7 7JW,E08000021,54.996906,-1.576977,E00042195,E01008314,E02001719
NE7 7JX,E08000021,54.997652,-1.571905,E00175601,E01008314,E02001719
NE7 7JY,E08000021,54.997515,-1.571125,E00175601,E01008314,E02001719
NE7 7LA,E08000021,54.993690,-1.577324,E00042195,E01008314,E02001719
NE7 7LB,E08000021,54.996474,-1.568948,E00042187,E01008316,E02001719
NE7 7LD,E08000021,54.994653,-1.570014,E00042192,E01008316,E02001719
NE7 7LE,E08000021,54.994924,-1.567823,E00042192,E01008316,E02001719
NE7 7LH,E08000021,54.995955,-1.567281,E00042183,E01008316,E02001719
NE7 7LJ,E08000021,54.997229,-1.569065,E00042225,E01008316,E02001719
NE7 7LL,E08000021,54.996342,-1.569809,E00042187,E01008316,E02001719
NE7 7LN,E08000021,54.996192,-1.570686,E00042187,E01008316,E02001719
NE7 7LP,E08000021,54.995970,-1.571501,E00042187,E01008316,E02001719
NE7 7LR,E08000021,55.006699,-1.592103,E00042207,E01008321,E02001714
NE7 7LS,E08000021,55.006688,-1.596840,E00042201,E01008321,E02001714
NE7 7LT,E08000021,55.009221,-1.580616,E00042197,E01008320,E02001714
NE7 7LU,E08000021,55.007572,-1.579226,E00042197,E01008320,E02001714
NE7 7LW,E08000021,55.006930,-1.599574,E00042201,E01008321,E02001714
NE7 7LX,E08000021,55.007932,-1.595405,E00042189,E01008321,E02001714
NE7 7LY,E08000021,55.007885,-1.592216,E00042198,E01008321,E02001714
NE7 7LZ,E08000021,55.008499,-1.598558,E00042189,E01008321,E02001714
NE7 7NA,E08000021,55.008446,-1.585237,E00042199,E01008320,E02001714
NE7 7NB,E08000021,55.008372,-1.581954,E00042197,E01008320,E02001714
NE7 7ND,E08000021,55.009154,-1.579554,E00042197,E01008320,E02001714
NE7 7NE,E08000021,55.008438,-1.588301,E00042198,E01008321,E02001714
NE7 7NF,E08000021,55.007227,-1.586297,E00042199,E01008320,E02001714
NE7 7NH,E08000021,55.008117,-1.591588,E00042198,E01008321,E02001714
NE7 7NJ,E08000021,55.007134,-1.585141,E00042199,E01008320,E02001714
NE7 7NL,E08000021,55.008497,-1.587159,E00042198,E01008321,E02001714
NE7 7NN,E08000021,55.008531,-1.591850,E00042198,E01008321,E02001714
NE7 7NP,E08000021,55.007849,-1.581600,E00042200,E01008320,E02001714
NE7 7NQ,E08000021,55.006743,-1.583957,E00042199,E01008320,E02001714
NE7 7NR,E08000021,55.006799,-1.581892,E00042200,E01008320,E02001714
NE7 7NS,E08000021,55.008581,-1.593413,E00042198,E01008321,E02001714
NE7 7NT,E08000021,55.007961,-1.596046,E00042189,E01008321,E02001714
NE7 7NU,E08000021,55.003402,-1.589932,E00042209,E01008317,E02001714
NE7 7NW,E08000021,55.006945,-1.590412,E00042207,E01008321,E02001714
NE7 7PA,E08000021,55.008253,-1.594823,E00042189,E01008321,E02001714
NE7 7PB,E08000021,55.008821,-1.595193,E00042189,E01008321,E02001714
NE7 7PE,E08000021,55.006127,-1.593765,E00042207,E01008321,E02001714
NE7 7PJ,E08000021,54.998901,-1.579520,E00042221,E01008323,E02001714
NE7 7PL,E08000021,55.000426,-1.578816,E00042179,E01008323,E02001714
NE7 7PN,E08000021,54.998944,-1.579097,E00042221,E01008323,E02001714
NE7 7PP,E08000021,55.000182,-1.578522,E00042179,E01008323,E02001714
NE7 7PQ,E08000021,54.998878,-1.578238,E00042221,E01008323,E02001714
NE7 7PR,E08000021,55.000072,-1.577710,E00042179,E01008323,E02001714
NE7 7PS,E08000021,54.999571,-1.578309,E00042179,E01008323,E02001714
NE7 7PT,E08000021,54.998126,-1.579044,E00175565,E01008314,E02001719
NE7 7PU,E08000021,54.999042,-1.581457,E00042216,E01008323,E02001714
NE7 7PX,E08000021,55.000648,-1.580752,E00042214,E01008322,E02001714
NE7 7PY,E08000021,55.000158,-1.576630,E00175565,E01008314,E02001719
NE7 7PZ,E08000021,54.998768,-1.577411,E00042221,E01008323,E02001714
NE7 7QB,E08000021,55.001994,-1.572952,E00175589,E01008323,E02001714
NE7 7QD,E08000021,55.001954,-1.586664,E00042205,E01008322,E02001714
NE7 7QE,E08000021,54.999499,-1.588877,E00042223,E01008317,E02001714
NE7 7QH,E08000021,55.001709,-1.588792,E00042209,E01008317,E02001714
NE7 7QJ,E08000021,55.001298,-1.584185,E00042205,E01008322,E02001714
NE7 7QL,E08000021,54.999420,-1.584095,E00042219,E01008322,E02001714
NE7 7QN,E08000021,55.001144,-1.583796,E00042215,E01008322,E02001714
NE7 7QP,E08000021,55.000039,-1.586402,E00042219,E01008322,E02001714
NE7 7QQ,E08000021,54.999687,-1.580887,E00042216,E01008323,E02001714
NE7 7QR,E08000021,55.000596,-1.586537,E00042212,E01008322,E02001714
NE7 7QS,E08000021,55.001113,-1.587829,E00042212,E01008322,E02001714
NE7 7QT,E08000021,55.002476,-1.586971,E00042205,E01008322,E02001714
NE7 7QU,E08000021,55.001611,-1.586370,E00042212,E01008322,E02001714
NE7 7QX,E08000021,55.001517,-1.585027,E00042212,E01008322,E02001714
NE7 7QY,E08000021,54.998939,-1.585428,E00042219,E01008322,E02001714
NE7 7RA,E08000021,54.999778,-1.586405,E00042219,E01008322,E02001714
